,decoder,video,time,num_frames,num_threads,codec
236,openCV,WUzgd7C1pWA,0.057386454194784164,327,4,h264
237,torchaudio,WUzgd7C1pWA,0.1412815572693944,327,4,h264
238,decord_cpu,RATRACE_wave_f_nm_np1_fr_goo_37,0.023442923091351986,72,4,h264
239,tv_newAPI,RATRACE_wave_f_nm_np1_fr_goo_37,0.022586384788155556,72,4,h264
240,pyav,RATRACE_wave_f_nm_np1_fr_goo_37,0.04091664217412472,72,4,h264
241,tv_vr,RATRACE_wave_f_nm_np1_fr_goo_37,0.0413289200514555,72,4,h264
242,tv_pyav,RATRACE_wave_f_nm_np1_fr_goo_37,0.044388421811163425,72,4,h264
243,openCV,RATRACE_wave_f_nm_np1_fr_goo_37,0.016197475604712963,72,4,h264
244,torchaudio,RATRACE_wave_f_nm_np1_fr_goo_37,0.039377862587571144,72,4,h264
245,decord_cpu,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0,0.015895554795861244,74,4,h264
246,tv_newAPI,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0,0.0136985182762146,74,4,h264
247,pyav,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0,0.02573970053344965,74,4,h264
248,tv_vr,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0,0.02295171096920967,74,4,h264
249,tv_pyav,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0,0.022831449285149574,74,4,h264
250,openCV,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0,0.011810856871306896,74,4,h264
251,torchaudio,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0,0.021729188971221447,74,4,h264
252,decord_cpu,R6llTwEh07w,0.08952765073627234,303,4,h264
253,tv_newAPI,R6llTwEh07w,0.05341691989451647,303,4,h264
254,pyav,R6llTwEh07w,0.1392166269943118,303,4,h264
255,tv_vr,R6llTwEh07w,0.15163554251194,303,4,h264
256,tv_pyav,R6llTwEh07w,0.1380150904878974,303,4,h264
257,openCV,R6llTwEh07w,0.04819641262292862,303,4,h264
258,torchaudio,R6llTwEh07w,0.14462647214531898,303,4,h264
259,decord_cpu,v_SoccerJuggling_g24_c01,0.04260764177888632,251,4,h264
260,tv_newAPI,v_SoccerJuggling_g24_c01,0.03309868648648262,251,4,h264
261,pyav,v_SoccerJuggling_g24_c01,0.07901909574866295,251,4,h264
262,tv_vr,v_SoccerJuggling_g24_c01,0.056594377383589745,251,4,h264
263,tv_pyav,v_SoccerJuggling_g24_c01,0.0856878338381648,251,4,h264
264,openCV,v_SoccerJuggling_g24_c01,0.02725022379308939,251,4,h264
265,torchaudio,v_SoccerJuggling_g24_c01,0.05405881907790899,251,4,h264
266,decord_cpu,SOX5yA1l24A,0.08542747981846333,332,4,h264
267,tv_newAPI,SOX5yA1l24A,0.05152228847146034,332,4,h264
268,pyav,SOX5yA1l24A,0.1326127341017127,332,4,h264
269,tv_vr,SOX5yA1l24A,0.13515019975602627,332,4,h264
270,tv_pyav,SOX5yA1l24A,0.1404277291148901,332,4,h264
271,openCV,SOX5yA1l24A,0.04427053593099117,332,4,h264
272,torchaudio,SOX5yA1l24A,0.12525599915534258,332,4,h264
273,decord_cpu,TrumanShow_wave_f_nm_np1_fr_med_26,0.021256107836961746,48,4,h264
274,tv_newAPI,TrumanShow_wave_f_nm_np1_fr_med_26,0.01189462561160326,48,4,h264
275,pyav,TrumanShow_wave_f_nm_np1_fr_med_26,0.021925603970885277,48,4,h264
276,tv_vr,TrumanShow_wave_f_nm_np1_fr_med_26,0.021158332005143166,48,4,h264
277,tv_pyav,TrumanShow_wave_f_nm_np1_fr_med_26,0.03753831796348095,48,4,h264
278,openCV,TrumanShow_wave_f_nm_np1_fr_med_26,0.010199200361967087,48,4,h264
279,torchaudio,TrumanShow_wave_f_nm_np1_fr_med_26,0.019921069033443928,48,4,h264
280,decord_cpu,v_SoccerJuggling_g23_c01,0.06532096117734909,240,8,h264
281,tv_newAPI,v_SoccerJuggling_g23_c01,0.03018375765532255,240,8,h264
282,pyav,v_SoccerJuggling_g23_c01,0.06836128607392311,240,8,h264
283,tv_vr,v_SoccerJuggling_g23_c01,0.06539644952863455,240,8,h264
284,tv_pyav,v_SoccerJuggling_g23_c01,0.06798050925135612,240,8,h264
285,openCV,v_SoccerJuggling_g23_c01,0.02636276464909315,240,8,h264
286,torchaudio,v_SoccerJuggling_g23_c01,0.06306963041424751,240,8,h264
287,decord_cpu,WUzgd7C1pWA,0.08061359915882349,327,8,h264
288,tv_newAPI,WUzgd7C1pWA,0.050843510776758194,327,8,h264
289,pyav,WUzgd7C1pWA,0.11558897513896227,327,8,h264
290,tv_vr,WUzgd7C1pWA,0.15269066579639912,327,8,h264
291,tv_pyav,WUzgd7C1pWA,0.13455038703978062,327,8,h264
292,openCV,WUzgd7C1pWA,0.05610052775591612,327,8,h264
293,torchaudio,WUzgd7C1pWA,0.14486886747181416,327,8,h264
294,decord_cpu,RATRACE_wave_f_nm_np1_fr_goo_37,0.02295324858278036,72,8,h264
295,tv_newAPI,RATRACE_wave_f_nm_np1_fr_goo_37,0.017471234314143658,72,8,h264
296,pyav,RATRACE_wave_f_nm_np1_fr_goo_37,0.03584311157464981,72,8,h264
297,tv_vr,RATRACE_wave_f_nm_np1_fr_goo_37,0.04133561905473471,72,8,h264
298,tv_pyav,RATRACE_wave_f_nm_np1_fr_goo_37,0.040631053037941456,72,8,h264
299,openCV,RATRACE_wave_f_nm_np1_fr_goo_37,0.017514665611088276,72,8,h264
300,torchaudio,RATRACE_wave_f_nm_np1_fr_goo_37,0.03945752885192633,72,8,h264
301,decord_cpu,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0,0.01866783108562231,74,8,h264
302,tv_newAPI,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0,0.012085315771400928,74,8,h264
303,pyav,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0,0.019191955216228962,74,8,h264
304,tv_vr,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0,0.02311642374843359,74,8,h264
305,tv_pyav,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0,0.038839468732476234,74,8,h264
306,openCV,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0,0.011651113629341125,74,8,h264
307,torchaudio,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0,0.02173628844320774,74,8,h264
308,decord_cpu,R6llTwEh07w,0.08581245969980955,303,8,h264
309,tv_newAPI,R6llTwEh07w,0.05631536431610584,303,8,h264
310,pyav,R6llTwEh07w,0.10474025458097458,303,8,h264
311,tv_vr,R6llTwEh07w,0.1518582869321108,303,8,h264
312,tv_pyav,R6llTwEh07w,0.13556887209415436,303,8,h264
313,openCV,R6llTwEh07w,0.04778935946524143,303,8,h264
314,torchaudio,R6llTwEh07w,0.14468707144260406,303,8,h264
315,decord_cpu,v_SoccerJuggling_g24_c01,0.049248822033405304,251,8,h264
316,tv_newAPI,v_SoccerJuggling_g24_c01,0.030661799013614655,251,8,h264
317,pyav,v_SoccerJuggling_g24_c01,0.05993655789643526,251,8,h264
318,tv_vr,v_SoccerJuggling_g24_c01,0.05551515519618988,251,8,h264
319,tv_pyav,v_SoccerJuggling_g24_c01,0.06606203503906727,251,8,h264
320,openCV,v_SoccerJuggling_g24_c01,0.02599602658301592,251,8,h264
321,torchaudio,v_SoccerJuggling_g24_c01,0.05387717578560114,251,8,h264
322,decord_cpu,SOX5yA1l24A,0.08298879023641348,332,8,h264
323,tv_newAPI,SOX5yA1l24A,0.043288557790219784,332,8,h264
324,pyav,SOX5yA1l24A,0.10267842561006546,332,8,h264
325,tv_vr,SOX5yA1l24A,0.14336834847927094,332,8,h264
