,decoder,video,time,num_frames,num_threads,codec
260,pyav,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0,0.019687142781913282,74,8,h264
261,tv_vr,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0,0.023050240240991116,74,8,h264
262,tv_pyav,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0,0.029007204808294773,74,8,h264
263,openCV,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0,0.011622542887926102,74,8,h264
264,decord_cpu,R6llTwEh07w,0.08601669613271952,303,8,h264
265,tv_newAPI,R6llTwEh07w,0.04748155400156975,303,8,h264
266,pyav,R6llTwEh07w,0.10300852712243795,303,8,h264
267,tv_vr,R6llTwEh07w,0.16202685330063105,303,8,h264
268,tv_pyav,R6llTwEh07w,0.13589381761848926,303,8,h264
269,openCV,R6llTwEh07w,0.04945010282099247,303,8,h264
270,decord_cpu,v_SoccerJuggling_g24_c01,0.04201136231422424,251,8,h264
271,tv_newAPI,v_SoccerJuggling_g24_c01,0.029657344706356524,251,8,h264
272,pyav,v_SoccerJuggling_g24_c01,0.062255151011049746,251,8,h264
273,tv_vr,v_SoccerJuggling_g24_c01,0.06334988605231047,251,8,h264
274,tv_pyav,v_SoccerJuggling_g24_c01,0.07470924779772758,251,8,h264
275,openCV,v_SoccerJuggling_g24_c01,0.02617120258510113,251,8,h264
276,decord_cpu,SOX5yA1l24A,0.08586910590529442,332,8,h264
277,tv_newAPI,SOX5yA1l24A,0.04402593746781349,332,8,h264
278,pyav,SOX5yA1l24A,0.10282654613256455,332,8,h264
279,tv_vr,SOX5yA1l24A,0.14567399770021439,332,8,h264
280,tv_pyav,SOX5yA1l24A,0.14093980547040702,332,8,h264
281,openCV,SOX5yA1l24A,0.044889895059168336,332,8,h264
282,decord_cpu,TrumanShow_wave_f_nm_np1_fr_med_26,0.017269440926611423,48,8,h264
283,tv_newAPI,TrumanShow_wave_f_nm_np1_fr_med_26,0.010993041470646859,48,8,h264
284,pyav,TrumanShow_wave_f_nm_np1_fr_med_26,0.016376806981861593,48,8,h264
285,tv_vr,TrumanShow_wave_f_nm_np1_fr_med_26,0.021197424083948136,48,8,h264
